Geo_code,Geo_name,Indicator_wall_insulation,Indicator_wall_insulation_deciles,Indicator_roof_insulation,Indicator_roof_insulation_deciles,Indicator_floor_insulation,Indicator_floor_insulation_deciles,Indicator_property_type,Indicator_property_type_deciles,Indicator_property_age,Indicator_property_age_deciles,Indicator_age_population,Indicator_age_population_deciles,Indicator_health_conditions,Indicator_health_conditions_deciles,Indicator_fuel_poverty,Indicator_fuel_poverty_deciles,Country,Country_denominator,Geo_type,Combined,Combined_deciles,Insulation_supply,Insulation_supply_deciles
S14000070,Coatbridge and Bellshill,32,6,28,5,24,4,22,4,10,2,13,3,50,9,32,6,Scotland,57,Westminster Constituency,26,5,11,8
S14000071,Cowdenbeath and Kirkcaldy,23,4,25,5,33,6,20,4,28,5,40,7,41,7,45,8,Scotland,57,Westminster Constituency,36,6,31,5
S14000072,Cumbernauld and Kirkintilloch,35,6,42,7,40,7,30,5,7,2,19,4,39,7,22,4,Scotland,57,Westminster Constituency,23,4,1,10
S14000073,Dumfries and Galloway,39,7,55,10,53,10,48,9,41,7,55,10,38,7,47,8,Scotland,57,Westminster Constituency,55,10,52,1
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",33,6,50,9,55,10,51,9,48,9,53,10,33,6,37,7,Scotland,57,Westminster Constituency,53,10,28,5
S14000075,Dundee Central,38,7,26,5,11,2,10,2,54,10,11,2,30,5,56,10,Scotland,57,Westminster Constituency,42,7,47,2
S14000076,Dunfermline and Dollar,20,4,5,1,30,5,37,7,15,3,21,4,32,6,9,2,Scotland,57,Westminster Constituency,2,1,30,5
S14000077,East Kilbride and Strathaven,9,2,27,5,29,5,32,6,5,1,26,5,35,6,13,3,Scotland,57,Westminster Constituency,10,2,3,10
S14000078,Edinburgh East and Musselburgh,52,9,19,4,4,1,5,1,53,10,5,1,8,2,36,6,Scotland,57,Westminster Constituency,21,4,40,3
S14000079,Edinburgh North and Leith,54,10,10,2,1,1,1,1,52,9,2,1,1,1,11,2,Scotland,57,Westminster Constituency,14,3,37,4
S14000080,Edinburgh South,57,10,43,8,12,2,12,2,56,10,16,3,2,1,6,1,Scotland,57,Westminster Constituency,38,7,35,4
S14000081,Edinburgh South West,49,9,13,3,8,2,6,1,46,8,9,2,6,1,17,3,Scotland,57,Westminster Constituency,4,1,36,4
S14000082,Edinburgh West,41,7,38,7,23,4,18,3,33,6,25,5,4,1,5,1,Scotland,57,Westminster Constituency,8,2,32,5
S14000083,Falkirk,14,3,7,2,31,6,23,4,14,3,22,4,26,5,32,6,Scotland,57,Westminster Constituency,5,1,19,7
S14000084,Glasgow East,17,3,3,1,3,1,7,2,31,6,4,1,46,8,55,10,Scotland,57,Westminster Constituency,35,6,14,8
S14000085,Glasgow North,45,8,9,2,2,1,2,1,43,8,1,1,29,5,46,8,Scotland,57,Westminster Constituency,19,4,17,7
S14000086,Glasgow North East,22,4,6,1,7,2,8,2,35,6,3,1,54,10,57,10,Scotland,57,Westminster Constituency,45,8,16,7
S14000087,Glasgow South,55,10,39,7,6,1,4,1,57,10,10,2,27,5,19,4,Scotland,57,Westminster Constituency,39,7,6,9
S14000088,Glasgow South West,29,5,16,3,9,2,9,2,44,8,6,1,48,9,48,9,Scotland,57,Westminster Constituency,33,6,12,8
S14000089,Glasgow West,53,10,11,2,5,1,3,1,55,10,7,2,31,6,34,6,Scotland,57,Westminster Constituency,32,6,20,7
S14000090,Glenrothes and Mid Fife,27,5,40,7,54,10,42,7,24,4,35,6,44,8,54,10,Scotland,57,Westminster Constituency,48,9,41,3
S14000091,Gordon and Buchan,6,1,44,8,34,6,53,10,4,1,30,5,7,2,4,1,Scotland,57,Westminster Constituency,17,3,44,3
S14000092,Hamilton and Clyde Valley,13,3,31,6,25,5,34,6,9,2,31,6,43,8,10,2,Scotland,57,Westminster Constituency,16,3,10,9
S14000093,Inverclyde and Renfrewshire West,51,9,37,7,19,4,16,3,42,7,39,7,47,8,52,9,Scotland,57,Westminster Constituency,46,8,24,6
S14000094,"Inverness, Skye and West Ross-shire",2,1,18,3,21,4,46,8,2,1,38,7,22,4,16,3,Scotland,57,Westminster Constituency,11,2,46,2
S14000095,Livingston,5,1,2,1,42,7,49,9,1,1,12,2,19,4,21,4,Scotland,57,Westminster Constituency,7,2,26,6
S14000096,Lothian East,7,2,4,1,17,3,47,8,16,3,37,7,9,2,14,3,Scotland,57,Westminster Constituency,3,1,49,2
S14000097,Mid Dunbartonshire,26,5,53,10,49,9,40,7,19,4,48,9,17,3,2,1,Scotland,57,Westminster Constituency,37,7,8,9
S14000098,"Moray West, Nairn and Strathspey",18,3,46,8,45,8,52,9,13,3,42,7,16,3,12,2,Scotland,57,Westminster Constituency,34,6,54,1
S14000099,"Motherwell, Wishaw and Carluke",24,4,24,4,22,4,21,4,8,2,18,3,52,9,30,5,Scotland,57,Westminster Constituency,27,5,4,10
S14000100,North East Fife,36,6,47,8,46,8,38,7,50,9,46,8,13,3,31,6,Scotland,57,Westminster Constituency,41,7,42,3
S14000101,Paisley and Renfrewshire North,42,7,29,5,15,3,17,3,30,5,23,4,45,8,41,7,Scotland,57,Westminster Constituency,31,6,15,8
S14000102,Paisley and Renfrewshire South,47,8,15,3,16,3,14,3,29,5,24,4,40,7,39,7,Scotland,57,Westminster Constituency,28,5,13,8
S14000103,Perth and Kinross-shire,19,4,21,4,20,4,24,4,32,6,43,8,15,3,8,2,Scotland,57,Westminster Constituency,12,2,33,5
S14000104,Rutherglen,21,4,34,6,14,3,19,4,21,4,27,5,42,7,25,5,Scotland,57,Westminster Constituency,18,3,5,10
S14000105,Stirling and Strathallan,8,2,12,2,35,6,33,6,20,4,33,6,10,2,7,2,Scotland,57,Westminster Constituency,1,1,7,9
S14000106,West Dunbartonshire,44,8,23,4,18,3,13,3,36,6,28,5,51,9,53,10,Scotland,57,Westminster Constituency,43,8,21,7
S14000107,"Ayr, Carrick and Cumnock",30,5,48,9,50,9,36,6,39,7,50,9,57,10,43,8,Scotland,57,Westminster Constituency,56,10,39,4
S14000108,"Berwickshire, Roxburgh and Selkirk",37,7,52,9,44,8,29,5,49,9,54,10,34,6,50,9,Scotland,57,Westminster Constituency,52,9,45,3
S14000109,Central Ayrshire,16,3,30,5,51,9,44,8,22,4,47,8,56,10,39,7,Scotland,57,Westminster Constituency,49,9,27,6
S14000110,Kilmarnock and Loudoun,25,5,32,6,47,8,39,7,37,7,36,6,55,10,41,7,Scotland,57,Westminster Constituency,47,8,18,7
S14000111,West Aberdeenshire and Kincardine,3,1,35,6,26,5,54,10,3,1,32,6,5,1,1,1,Scotland,57,Westminster Constituency,15,3,51,2
N05000003,Belfast South and Mid Down,18,10,16,8,10,5,1,1,NA,NA,2,1,1,1,1,1,Northern Ireland,18,Westminster Constituency,9,5,11,4
N05000001,Belfast East,17,9,18,10,17,9,2,1,NA,NA,11,6,13,7,3,2,Northern Ireland,18,Westminster Constituency,17,9,10,5
N05000002,Belfast North,16,8,17,9,15,8,3,2,NA,NA,7,4,16,8,11,6,Northern Ireland,18,Westminster Constituency,15,8,15,2
N05000013,North Down,15,8,14,7,16,8,5,3,NA,NA,18,10,3,2,6,3,Northern Ireland,18,Westminster Constituency,16,8,12,4
N05000005,East Antrim,14,7,13,7,14,7,7,4,NA,NA,16,8,12,6,5,3,Northern Ireland,18,Westminster Constituency,11,6,6,7
N05000008,Foyle,13,7,8,4,12,6,6,3,NA,NA,3,2,17,9,17,9,Northern Ireland,18,Westminster Constituency,14,7,5,7
N05000004,Belfast West,12,6,15,8,18,10,4,2,NA,NA,1,1,18,10,12,6,Northern Ireland,18,Westminster Constituency,18,10,13,3
N05000012,North Antrim,11,6,12,6,11,6,9,5,NA,NA,15,8,4,2,9,5,Northern Ireland,18,Westminster Constituency,7,4,17,1
N05000016,Strangford,10,5,10,5,9,5,12,6,NA,NA,17,9,11,6,7,4,Northern Ireland,18,Westminster Constituency,10,5,7,6
N05000006,East Londonderry,9,5,9,5,8,4,8,4,NA,NA,14,7,9,5,14,7,Northern Ireland,18,Westminster Constituency,8,4,3,8
N05000017,Upper Bann,8,4,6,3,6,3,14,7,NA,NA,6,3,14,7,10,5,Northern Ireland,18,Westminster Constituency,4,2,14,3
N05000011,Newry and Armagh,7,4,11,6,7,4,15,8,NA,NA,5,3,7,4,18,10,Northern Ireland,18,Westminster Constituency,13,7,4,8
N05000014,South Antrim,6,3,4,2,5,3,11,6,NA,NA,10,5,6,3,2,1,Northern Ireland,18,Westminster Constituency,1,1,8,6
N05000018,West Tyrone,5,3,1,1,13,7,17,9,NA,NA,9,5,15,8,15,8,Northern Ireland,18,Westminster Constituency,12,6,2,9
N05000009,Lagan Valley,4,2,5,3,1,1,10,5,NA,NA,13,7,5,3,4,2,Northern Ireland,18,Westminster Constituency,2,1,18,1
N05000007,Fermanagh and South Tyrone,3,2,2,1,4,2,16,8,NA,NA,12,6,2,1,16,8,Northern Ireland,18,Westminster Constituency,6,3,9,5
N05000015,South Down,2,1,7,4,3,2,13,7,NA,NA,8,4,8,4,13,7,Northern Ireland,18,Westminster Constituency,3,2,16,2
N05000010,Mid Ulster,1,1,3,2,2,1,18,10,NA,NA,4,2,10,5,8,4,Northern Ireland,18,Westminster Constituency,5,3,1,10
